,Unnamed: 0,Flight.No,Airline,Flight.Type,Scheduled.Departure,Departure,Scheduled.Arrival,Arrival,Flight.Status,Justification,Airport.From,Airport.To,Longitude.To,Latitude.To,Longitude.From,Latitude.From,Departure.Delay,Arrival.Delay,Distance.In.Meters,Flight.No2,AirLine.Code,Departure_Date
50048,178172,AZU - 2513,AZUL,Domestic,2016-03-15 15:00:00,2016-03-20 14:50:00,2016-03-15 16:54:00,2016-03-20 16:33:00,Confirmed,ANTECIPATION,SWLC,SBKP,-47.1375685,-23.008205,-50.9586457,-17.836782,7190.0,7179.0,697610.883570612,2513,AZU,2016-03-15 15:00:00
50049,178173,AZU - 2513,AZUL,Domestic,2016-03-15 15:00:00,2016-03-15 14:55:00,2016-03-15 16:54:00,2016-03-15 16:40:00,Confirmed,ANTECIPATION,SWLC,SBKP,-47.1375685,-23.008205,-50.9586457,-17.836782,-5.0,-14.0,697610.883570612,2513,AZU,2016-03-15 15:00:00
50059,178183,AZU - 2518,AZUL,Domestic,2016-03-15 20:57:00,2016-03-20 22:19:00,2016-03-15 21:59:00,2016-03-20 23:16:00,Confirmed,DELAY NOT SPECIFIED - OTHER,SBVT,SBCF,-43.965396,-19.634099,-40.2835346,-20.2576489,7282.0,7277.0,391550.087707007,2518,AZU,2016-03-15 20:57:00
50062,178186,AZU - 2518,AZUL,Domestic,2016-03-15 20:57:00,2016-03-15 20:47:00,2016-03-15 21:59:00,2016-03-15 21:47:00,Confirmed,ANTECIPATION,SBVT,SBCF,-43.965396,-19.634099,-40.2835346,-20.2576489,-10.0,-12.0,391550.087707007,2518,AZU,2016-03-15 20:57:00
50093,178217,AZU - 2520,AZUL,Domestic,2016-03-15 07:33:00,2016-03-15 07:25:00,2016-03-15 08:39:00,2016-03-15 08:33:00,Confirmed,ANTECIPATION,SBCF,SBVT,-40.2835346,-20.2576489,-43.965396,-19.634099,-8.0,-6.0,391550.087707007,2520,AZU,2016-03-15 07:33:00
50128,178252,AZU - 2521,AZUL,Domestic,2016-03-15 08:55:00,2016-03-15 10:51:00,2016-03-15 10:25:00,2016-03-15 12:15:00,Confirmed,AIRCRAFT EXCHANGE,SBCF,SBGO,-49.2221166,-16.632488,-43.965396,-19.634099,116.0,110.0,647858.749599634,2521,AZU,2016-03-15 08:55:00
50146,178270,AZU - 2522,AZUL,Domestic,2016-03-15 09:01:00,2016-03-15 08:52:00,2016-03-15 10:09:00,2016-03-15 10:00:00,Confirmed,ANTECIPATION,SBCF,SBVT,-40.2835346,-20.2576489,-43.965396,-19.634099,-9.0,-9.0,391550.087707007,2522,AZU,2016-03-15 09:01:00
50179,178303,AZU - 2524,AZUL,Domestic,2016-03-15 21:25:00,2016-03-20 21:23:00,2016-03-15 22:36:00,2016-03-20 22:16:00,Confirmed,ANTECIPATION,SBCF,SBVT,-40.2835346,-20.2576489,-43.965396,-19.634099,7198.0,7180.0,391550.087707007,2524,AZU,2016-03-15 21:25:00
50189,178313,AZU - 2524,AZUL,Domestic,2016-03-15 19:10:00,2016-03-15 19:06:00,2016-03-15 20:22:00,2016-03-15 20:14:00,Confirmed,ANTECIPATION,SBGO,SBCF,-43.965396,-19.634099,-49.2221166,-16.632488,-4.0,-8.0,647858.749599634,2524,AZU,2016-03-15 19:10:00
50192,178316,AZU - 2524,AZUL,Domestic,2016-03-15 19:10:00,2016-03-20 19:05:00,2016-03-15 20:22:00,2016-03-20 20:19:00,Confirmed,ANTECIPATION,SBGO,SBCF,-43.965396,-19.634099,-49.2221166,-16.632488,7195.0,7197.0,647858.749599634,2524,AZU,2016-03-15 19:10:00
50207,178331,AZU - 2524,AZUL,Domestic,2016-03-15 21:25:00,2016-03-15 21:19:00,2016-03-15 22:36:00,2016-03-15 22:34:00,Confirmed,ANTECIPATION,SBCF,SBVT,-40.2835346,-20.2576489,-43.965396,-19.634099,-6.0,-2.0,391550.087707007,2524,AZU,2016-03-15 21:25:00
50223,178347,AZU - 2525,AZUL,Domestic,2016-03-15 10:36:00,2016-03-15 10:53:00,2016-03-15 11:36:00,2016-03-15 11:49:00,Confirmed,DELAY NOT SPECIFIED - OTHER,SBVT,SBCF,-43.965396,-19.634099,-40.2835346,-20.2576489,17.0,13.0,391550.087707007,2525,AZU,2016-03-15 10:36:00
50245,178369,AZU - 2526,AZUL,Regional,2016-03-15 07:45:00,2016-03-15 07:45:00,2016-03-15 09:20:00,2016-03-15 09:20:00,Confirmed,,SBCF,SBUL,-48.2308653,-18.888969,-43.965396,-19.634099,0.0,0.0,455921.085046669,2526,AZU,2016-03-15 07:45:00
50269,178393,AZU - 2527,AZUL,Domestic,2016-03-15 09:57:00,2016-03-15 09:46:00,2016-03-15 11:15:00,2016-03-15 11:05:00,Confirmed,ANTECIPATION,SBUL,SBCF,-43.965396,-19.634099,-48.2308653,-18.888969,-11.0,-10.0,455921.085046669,2527,AZU,2016-03-15 09:57:00
50308,178432,AZU - 2528,AZUL,Domestic,2016-03-15 16:52:00,2016-03-15 16:44:00,2016-03-15 18:20:00,2016-03-15 18:10:00,Confirmed,ANTECIPATION,SBCF,SBUL,-48.2308653,-18.888969,-43.965396,-19.634099,-8.0,-10.0,455921.085046669,2528,AZU,2016-03-15 16:52:00
50323,178447,AZU - 2529,AZUL,Domestic,2016-03-15 18:47:00,2016-03-15 18:38:00,2016-03-15 20:09:00,2016-03-15 19:57:00,Confirmed,ANTECIPATION,SBUL,SBCF,-43.965396,-19.634099,-48.2308653,-18.888969,-9.0,-12.0,455921.085046669,2529,AZU,2016-03-15 18:47:00
50338,178462,AZU - 2530,AZUL,Domestic,2016-03-15 21:20:00,2016-03-15 21:18:00,2016-03-15 22:45:00,2016-03-15 22:43:00,Confirmed,ANTECIPATION,SBCF,SBUR,-47.9623702,-19.7660464,-43.965396,-19.634099,-2.0,-2.0,419302.906185244,2530,AZU,2016-03-15 21:20:00
50362,178486,AZU - 2531,AZUL,Regional,2016-03-15 07:00:00,2016-03-15 07:00:00,2016-03-15 08:15:00,2016-03-15 08:15:00,Confirmed,,SBUR,SBCF,-43.965396,-19.634099,-47.9623702,-19.7660464,0.0,0.0,419302.906185244,2531,AZU,2016-03-15 07:00:00
50386,178510,AZU - 2532,AZUL,Domestic,2016-03-15 12:32:00,2016-03-15 12:30:00,2016-03-15 13:27:00,2016-03-15 13:14:00,Confirmed,ANTECIPATION,SBCF,SBIP,-42.4876846,-19.4744301,-43.965396,-19.634099,-2.0,-13.0,156072.32976883,2532,AZU,2016-03-15 12:32:00
50424,178548,AZU - 2533,AZUL,Domestic,2016-03-15 14:05:00,2016-03-15 13:59:00,2016-03-15 14:51:00,2016-03-15 14:39:00,Confirmed,ANTECIPATION,SBIP,SBCF,-43.965396,-19.634099,-42.4876846,-19.4744301,-6.0,-12.0,156072.32976883,2533,AZU,2016-03-15 14:05:00
50438,178562,AZU - 2534,AZUL,Domestic,2016-03-15 21:12:00,2016-03-20 21:09:00,2016-03-15 22:48:00,2016-03-20 22:35:00,Confirmed,ANTECIPATION,SBRJ,SBUL,-48.2308653,-18.888969,-43.1648755,-22.9111438,7197.0,7187.0,689868.00519539,2534,AZU,2016-03-15 21:12:00
50443,178567,AZU - 2534,AZUL,Domestic,2016-03-15 21:12:00,2016-03-15 21:07:00,2016-03-15 22:48:00,2016-03-15 22:37:00,Confirmed,ANTECIPATION,SBRJ,SBUL,-48.2308653,-18.888969,-43.1648755,-22.9111438,-5.0,-11.0,689868.00519539,2534,AZU,2016-03-15 21:12:00
50466,178590,AZU - 2535,AZUL,Domestic,2016-03-15 05:32:00,2016-03-15 05:27:00,2016-03-15 06:55:00,2016-03-15 06:43:00,Confirmed,ANTECIPATION,SBUL,SBRJ,-43.1648755,-22.9111438,-48.2308653,-18.888969,-5.0,-12.0,689868.00519539,2535,AZU,2016-03-15 05:32:00
50496,178620,AZU - 2536,AZUL,Domestic,2016-03-15 09:51:00,2016-03-15 09:48:00,2016-03-15 12:18:00,2016-03-15 12:10:00,Confirmed,ANTECIPATION,SBCF,SBRF,-34.9240154,-8.1259315,-43.965396,-19.634099,-3.0,-8.0,1603876.51693652,2536,AZU,2016-03-15 09:51:00
50512,178636,AZU - 2536,AZUL,Domestic,2016-03-15 06:32:00,2016-03-15 06:28:00,2016-03-15 08:40:00,2016-03-15 08:26:00,Confirmed,ANTECIPATION,SBPA,SBCF,-43.965396,-19.634099,-51.1753811,-29.9934732,-4.0,-14.0,1358557.92865935,2536,AZU,2016-03-15 06:32:00
50559,178683,AZU - 2536,AZUL,Domestic,2016-03-15 13:12:00,2016-03-15 13:06:00,2016-03-15 14:35:00,2016-03-15 14:26:00,Confirmed,ANTECIPATION,SBRF,SBFZ,-38.5330966,-3.7771555,-34.9240154,-8.1259315,-6.0,-9.0,625211.934466616,2536,AZU,2016-03-15 13:12:00
50614,178738,AZU - 2537,AZUL,Domestic,2016-03-15 15:12:00,2016-03-15 15:06:00,2016-03-15 16:20:00,2016-03-15 16:16:00,Confirmed,ANTECIPATION,SBFZ,SBRF,-34.9240154,-8.1259315,-38.5330966,-3.7771555,-6.0,-4.0,625211.934466616,2537,AZU,2016-03-15 15:12:00
50625,178749,AZU - 2537,AZUL,Regional,2016-03-15 17:44:00,2016-03-15 17:44:00,2016-03-15 20:14:00,2016-03-15 20:14:00,Confirmed,,SBRF,SBCF,-43.965396,-19.634099,-34.9240154,-8.1259315,0.0,0.0,1603876.51693652,2537,AZU,2016-03-15 17:44:00
50626,178750,AZU - 2537,AZUL,Domestic,2016-03-15 21:18:00,2016-03-15 21:03:00,2016-03-15 23:43:00,2016-03-15 23:24:00,Confirmed,ANTECIPATION,SBCF,SBPA,-51.1753811,-29.9934732,-43.965396,-19.634099,-15.0,-19.0,1358557.92865935,2537,AZU,2016-03-15 21:18:00
50636,178760,AZU - 2537,AZUL,Domestic,2016-03-15 21:18:00,2016-03-20 21:11:00,2016-03-15 23:43:00,2016-03-20 23:34:00,Confirmed,ANTECIPATION,SBCF,SBPA,-51.1753811,-29.9934732,-43.965396,-19.634099,7193.0,7191.0,1358557.92865935,2537,AZU,2016-03-15 21:18:00
50638,178762,AZU - 2537,AZUL,Regional,2016-03-15 15:12:00,2016-03-15 15:12:00,2016-03-15 16:20:00,2016-03-15 16:20:00,Confirmed,,SBFZ,SBRF,-34.9240154,-8.1259315,-38.5330966,-3.7771555,0.0,0.0,625211.934466616,2537,AZU,2016-03-15 15:12:00
50656,178780,AZU - 2540,AZUL,Regional,2016-03-15 21:40:00,2016-03-15 21:40:00,2016-03-15 23:02:00,2016-03-15 23:02:00,Confirmed,,SBHT,SBBE,-48.4775227,-1.3820615,-52.2490864,-3.2535656,0.0,0.0,467756.806862731,2540,AZU,2016-03-15 21:40:00
50698,178822,AZU - 2543,AZUL,Regional,2016-03-15 13:35:00,,2016-03-15 14:49:00,,Cancelled,AUTHORIZED (O),SBVT,SBRJ,-43.1648755,-22.9111438,-40.2835346,-20.2576489,,,418730.58349907,2543,AZU,2016-03-15 13:35:00
50711,178835,AZU - 2543,AZUL,Regional,2016-03-15 15:28:00,,2016-03-15 16:36:00,,Cancelled,AUTHORIZED (O),SBRJ,SBKP,-47.1375685,-23.008205,-43.1648755,-22.9111438,,,407540.725268162,2543,AZU,2016-03-15 15:28:00
50721,178845,AZU - 2544,AZUL,Domestic,2016-03-15 23:18:00,2016-03-20 23:11:00,2016-03-16 02:12:00,2016-03-21 01:54:00,Confirmed,ANTECIPATION,SBCF,SBSL,-44.2348802,-2.5849927,-43.965396,-19.634099,7193.0,7182.0,1886252.51133363,2544,AZU,2016-03-15 23:18:00
50732,178856,AZU - 2544,AZUL,Domestic,2016-03-15 23:18:00,2016-03-15 23:07:00,2016-03-16 02:12:00,2016-03-16 01:47:00,Confirmed,ANTECIPATION,SBCF,SBSL,-44.2348802,-2.5849927,-43.965396,-19.634099,-11.0,-25.0,1886252.51133363,2544,AZU,2016-03-15 23:18:00
50770,178894,AZU - 2545,AZUL,Domestic,2016-03-15 03:10:00,2016-03-15 02:55:00,2016-03-15 05:53:00,2016-03-15 05:46:00,Confirmed,ANTECIPATION,SBSL,SBCF,-43.965396,-19.634099,-44.2348802,-2.5849927,-15.0,-7.0,1886252.51133363,2545,AZU,2016-03-15 03:10:00
50775,178899,AZU - 2546,AZUL,Regional,2016-03-15 15:45:00,,2016-03-15 16:52:00,,Cancelled,AUTHORIZED (O),SBCF,SBRJ,-43.1648755,-22.9111438,-43.965396,-19.634099,,,372223.058964424,2546,AZU,2016-03-15 15:45:00
50794,178918,AZU - 2546,AZUL,Regional,2016-03-15 13:52:00,,2016-03-15 15:11:00,,Cancelled,AUTHORIZED (O),SBGO,SBCF,-43.965396,-19.634099,-49.2221166,-16.632488,,,647858.749599634,2546,AZU,2016-03-15 13:52:00
50815,178939,AZU - 2546,AZUL,Domestic,2016-03-15 17:21:00,2016-03-20 17:14:00,2016-03-15 19:00:00,2016-03-20 18:39:00,Confirmed,ANTECIPATION,SBRJ,SBNF,-48.6490867,-26.8805344,-43.1648755,-22.9111438,7193.0,7179.0,707186.590060114,2546,AZU,2016-03-15 17:21:00
50820,178944,AZU - 2546,AZUL,Domestic,2016-03-15 15:45:00,2016-03-15 15:42:00,2016-03-15 16:52:00,2016-03-15 16:50:00,Confirmed,ANTECIPATION,SBCF,SBRJ,-43.1648755,-22.9111438,-43.965396,-19.634099,-3.0,-2.0,372223.058964424,2546,AZU,2016-03-15 15:45:00
50824,178948,AZU - 2546,AZUL,Domestic,2016-03-15 13:52:00,2016-03-15 13:44:00,2016-03-15 15:11:00,2016-03-15 15:05:00,Confirmed,ANTECIPATION,SBGO,SBCF,-43.965396,-19.634099,-49.2221166,-16.632488,-8.0,-6.0,647858.749599634,2546,AZU,2016-03-15 13:52:00
50842,178966,AZU - 2546,AZUL,Domestic,2016-03-15 17:21:00,2016-03-15 17:19:00,2016-03-15 19:00:00,2016-03-15 18:57:00,Confirmed,ANTECIPATION,SBRJ,SBNF,-48.6490867,-26.8805344,-43.1648755,-22.9111438,-2.0,-3.0,707186.590060114,2546,AZU,2016-03-15 17:21:00
50859,178983,AZU - 2550,AZUL,Domestic,2016-03-15 06:48:00,2016-03-15 06:40:00,2016-03-15 07:54:00,2016-03-15 07:43:00,Confirmed,ANTECIPATION,SBCF,SBRJ,-43.1648755,-22.9111438,-43.965396,-19.634099,-8.0,-11.0,372223.058964424,2550,AZU,2016-03-15 06:48:00
50895,179019,AZU - 2553,AZUL,Domestic,2016-03-15 17:06:00,2016-03-15 16:57:00,2016-03-15 18:24:00,2016-03-15 18:09:00,Confirmed,ANTECIPATION,SBRJ,SBCF,-43.965396,-19.634099,-43.1648755,-22.9111438,-9.0,-15.0,372223.058964424,2553,AZU,2016-03-15 17:06:00
50937,179061,AZU - 2556,AZUL,Regional,2016-03-15 19:24:00,,2016-03-15 20:35:00,,Cancelled,AUTHORIZED (O),SBCF,SBRJ,-43.1648755,-22.9111438,-43.965396,-19.634099,,,372223.058964424,2556,AZU,2016-03-15 19:24:00
50946,179070,AZU - 2556,AZUL,Regional,2016-03-15 19:24:00,2016-03-15 19:24:00,2016-03-15 20:35:00,2016-03-15 20:35:00,Confirmed,,SBCF,SBRJ,-43.1648755,-22.9111438,-43.965396,-19.634099,0.0,0.0,372223.058964424,2556,AZU,2016-03-15 19:24:00
50954,179078,AZU - 2557,AZUL,Domestic,2016-03-15 21:24:00,2016-03-15 21:13:00,2016-03-15 22:33:00,2016-03-15 22:19:00,Confirmed,ANTECIPATION,SBRJ,SBCF,-43.965396,-19.634099,-43.1648755,-22.9111438,-11.0,-14.0,372223.058964424,2557,AZU,2016-03-15 21:24:00
50958,179082,AZU - 2557,AZUL,Regional,2016-03-15 21:24:00,2016-03-15 21:24:00,2016-03-15 22:33:00,2016-03-15 22:33:00,Confirmed,,SBRJ,SBCF,-43.965396,-19.634099,-43.1648755,-22.9111438,0.0,0.0,372223.058964424,2557,AZU,2016-03-15 21:24:00
50989,179113,AZU - 2558,AZUL,Domestic,2016-03-15 15:38:00,2016-03-15 15:31:00,2016-03-15 17:13:00,2016-03-15 16:51:00,Confirmed,ANTECIPATION,SBCF,SBBR,-47.9172348,-15.8697369,-43.965396,-19.634099,-7.0,-22.0,590879.484403859,2558,AZU,2016-03-15 15:38:00
50997,179121,AZU - 2558,AZUL,Domestic,2016-03-15 15:38:00,2016-03-20 15:37:00,2016-03-15 17:13:00,2016-03-20 17:00:00,Confirmed,ANTECIPATION,SBCF,SBBR,-47.9172348,-15.8697369,-43.965396,-19.634099,7199.0,7187.0,590879.484403859,2558,AZU,2016-03-15 15:38:00
51016,179140,AZU - 2560,AZUL,Domestic,2016-03-15 12:12:00,2016-03-15 12:07:00,2016-03-15 14:02:00,2016-03-15 13:56:00,Confirmed,ANTECIPATION,SBCF,SBQV,-40.8630573,-14.8662434,-43.965396,-19.634099,-5.0,-6.0,622250.938045404,2560,AZU,2016-03-15 12:12:00
51045,179169,AZU - 2563,AZUL,Domestic,2016-03-15 14:28:00,2016-03-15 14:28:00,2016-03-15 16:09:00,2016-03-15 16:06:00,Confirmed,ANTECIPATION,SBQV,SBCF,-43.965396,-19.634099,-40.8630573,-14.8662434,0.0,-3.0,622250.938045404,2563,AZU,2016-03-15 14:28:00
51135,179259,AZU - 2570,AZUL,Regional,2016-03-15 06:55:00,,2016-03-15 08:19:00,,Cancelled,AUTHORIZED (O),SBGL,SBCF,-43.965396,-19.634099,-43.2494233,-22.8134098,,,359772.665699972,2570,AZU,2016-03-15 06:55:00
51145,179269,AZU - 2570,AZUL,Domestic,2016-03-15 08:50:00,2016-03-15 08:49:00,2016-03-15 12:30:00,2016-03-15 12:19:00,Confirmed,ANTECIPATION,SBCF,SBEG,-60.0463249,-3.0358474,-43.965396,-19.634099,-1.0,-11.0,2535381.4282407,2570,AZU,2016-03-15 08:50:00
51160,179284,AZU - 2570,AZUL,Domestic,2016-03-15 12:58:00,2016-03-15 12:52:00,2016-03-15 14:25:00,2016-03-15 14:17:00,Confirmed,ANTECIPATION,SBEG,SBPV,-63.89832,-8.7141702,-60.0463249,-3.0358474,-6.0,-8.0,759027.150240944,2570,AZU,2016-03-15 12:58:00
51181,179305,AZU - 2571,AZUL,Domestic,2016-03-15 14:55:00,2016-03-15 14:47:00,2016-03-15 16:25:00,2016-03-15 16:11:00,Confirmed,ANTECIPATION,SBPV,SBEG,-60.0463249,-3.0358474,-63.89832,-8.7141702,-8.0,-14.0,759027.150240944,2571,AZU,2016-03-15 14:55:00
51192,179316,AZU - 2574,AZUL,Domestic,2016-03-15 21:57:00,2016-03-15 21:49:00,2016-03-16 00:20:00,2016-03-16 00:05:00,Confirmed,ANTECIPATION,SBRJ,SBCG,-54.6741233,-20.4686937,-43.1648755,-22.9111438,-8.0,-15.0,1220957.08504149,2574,AZU,2016-03-15 21:57:00
51196,179320,AZU - 2574,AZUL,Domestic,2016-03-15 21:57:00,2016-03-20 21:46:00,2016-03-16 00:20:00,2016-03-21 00:05:00,Confirmed,ANTECIPATION,SBRJ,SBCG,-54.6741233,-20.4686937,-43.1648755,-22.9111438,7189.0,7185.0,1220957.08504149,2574,AZU,2016-03-15 21:57:00
51222,179346,AZU - 2575,AZUL,Domestic,2016-03-15 04:45:00,2016-03-15 04:43:00,2016-03-15 06:50:00,2016-03-15 06:32:00,Confirmed,ANTECIPATION,SBCG,SBRJ,-43.1648755,-22.9111438,-54.6741233,-20.4686937,-2.0,-18.0,1220957.08504149,2575,AZU,2016-03-15 04:45:00
51249,179373,AZU - 2578,AZUL,Domestic,2016-03-15 12:28:00,2016-03-15 12:24:00,2016-03-15 13:30:00,2016-03-15 13:21:00,Confirmed,ANTECIPATION,SBCF,SBGV,-41.9854826,-18.8975955,-43.965396,-19.634099,-4.0,-9.0,223530.621841183,2578,AZU,2016-03-15 12:28:00
51266,179390,AZU - 2579,AZUL,Domestic,2016-03-15 02:06:00,2016-03-15 01:54:00,2016-03-15 05:41:00,2016-03-15 05:27:00,Confirmed,ANTECIPATION,SBEG,SBCF,-43.965396,-19.634099,-60.0463249,-3.0358474,-12.0,-14.0,2535381.4282407,2579,AZU,2016-03-15 02:06:00
51299,179423,AZU - 2580,AZUL,Domestic,2016-03-15 06:03:00,2016-03-15 05:55:00,2016-03-15 07:06:00,2016-03-15 07:01:00,Confirmed,ANTECIPATION,SBVT,SBCF,-43.965396,-19.634099,-40.2835346,-20.2576489,-8.0,-5.0,391550.087707007,2580,AZU,2016-03-15 06:03:00
51334,179458,AZU - 2581,AZUL,Domestic,2016-03-15 12:02:00,2016-03-15 11:54:00,2016-03-15 13:22:00,2016-03-15 13:13:00,Confirmed,ANTECIPATION,SBCF,SBGO,-49.2221166,-16.632488,-43.965396,-19.634099,-8.0,-9.0,647858.749599634,2581,AZU,2016-03-15 12:02:00
51357,179481,AZU - 2581,AZUL,Domestic,2016-03-15 10:17:00,2016-03-15 10:16:00,2016-03-15 11:22:00,2016-03-15 11:21:00,Confirmed,ANTECIPATION,SBRJ,SBCF,-43.965396,-19.634099,-43.1648755,-22.9111438,-1.0,-1.0,372223.058964424,2581,AZU,2016-03-15 10:17:00
51370,179494,AZU - 2584,AZUL,Regional,2016-03-15 07:25:00,,2016-03-15 08:35:00,,Cancelled,AUTHORIZED (O),SBGR,SBNF,-48.6490867,-26.8805344,-46.478126,-23.4345529,,,440000.749169482,2584,AZU,2016-03-15 07:25:00
51396,179520,AZU - 2585,AZUL,Domestic,2016-03-15 21:31:00,2016-03-15 21:31:00,2016-03-15 22:53:00,2016-03-15 22:53:00,Confirmed,,SBCF,SBBR,-47.9172348,-15.8697369,-43.965396,-19.634099,0.0,0.0,590879.484403859,2585,AZU,2016-03-15 21:31:00
51416,179540,AZU - 2586,AZUL,Domestic,2016-03-15 06:17:00,2016-03-15 06:15:00,2016-03-15 07:40:00,2016-03-15 07:35:00,Confirmed,ANTECIPATION,SBBR,SBCF,-43.965396,-19.634099,-47.9172348,-15.8697369,-2.0,-5.0,590879.484403859,2586,AZU,2016-03-15 06:17:00
51436,179560,AZU - 2587,AZUL,Domestic,2016-03-15 16:10:00,2016-03-20 15:52:00,2016-03-15 18:05:00,2016-03-20 17:44:00,Confirmed,ANTECIPATION,SBCG,SBGR,-46.478126,-23.4345529,-54.6741233,-20.4686937,7182.0,7179.0,907862.470694679,2587,AZU,2016-03-15 16:10:00
51451,179575,AZU - 2587,AZUL,Regional,2016-03-15 16:10:00,,2016-03-15 18:05:00,,Cancelled,AUTHORIZED (O),SBCG,SBGR,-46.478126,-23.4345529,-54.6741233,-20.4686937,,,907862.470694679,2587,AZU,2016-03-15 16:10:00
51478,179602,AZU - 2591,AZUL,Regional,2016-03-15 20:58:00,,2016-03-15 22:21:00,,Cancelled,AUTHORIZED (O),SBCF,SBGL,-43.2494233,-22.8134098,-43.965396,-19.634099,,,359772.665699972,2591,AZU,2016-03-15 20:58:00
51516,179640,AZU - 2596,AZUL,Domestic,2016-03-15 12:12:00,2016-03-15 12:10:00,2016-03-15 14:12:00,2016-03-15 14:01:00,Confirmed,ANTECIPATION,SBCY,SBPV,-63.89832,-8.7141702,-56.1172687,-15.6530786,-2.0,-11.0,1142479.84581179,2596,AZU,2016-03-15 12:12:00
51530,179654,AZU - 2597,AZUL,Domestic,2016-03-15 14:42:00,2016-03-15 14:40:00,2016-03-15 16:33:00,2016-03-15 16:32:00,Confirmed,ANTECIPATION,SBPV,SBCY,-56.1172687,-15.6530786,-63.89832,-8.7141702,-2.0,-1.0,1142479.84581179,2597,AZU,2016-03-15 14:42:00
51562,179686,AZU - 2598,AZUL,Domestic,2016-03-15 06:00:00,2016-03-15 05:50:00,2016-03-15 07:02:00,2016-03-15 07:00:00,Confirmed,ANTECIPATION,SBSR,SBKP,-47.1375685,-23.008205,-49.4066209,-20.8159034,-10.0,-2.0,337468.443416107,2598,AZU,2016-03-15 06:00:00
51585,179709,AZU - 2600,AZUL,Domestic,2016-03-15 10:13:00,,2016-03-15 12:50:00,,Cancelled,CANCELLED FOR TECHNICAL REASONS,SBKP,SWSI,-55.5814853,-11.8786454,-47.1375685,-23.008205,,,1522672.0545189,2600,AZU,2016-03-15 10:13:00
51632,179756,AZU - 2603,AZUL,Regional,2016-03-15 09:10:00,,2016-03-15 10:10:00,,Cancelled,CANCELLED - DEPARTURE AIRPORT UNDER LIMITS,SWSI,SBCY,-56.1172687,-15.6530786,-55.5814853,-11.8786454,,,421592.759130193,2603,AZU,2016-03-15 09:10:00
51650,179774,AZU - 2604,AZUL,Domestic,2016-03-15 10:20:00,2016-03-15 10:20:00,2016-03-15 12:37:00,2016-03-15 12:33:00,Confirmed,ANTECIPATION,SBGR,SBCY,-56.1172687,-15.6530786,-46.478126,-23.4345529,0.0,-4.0,1327738.24889233,2604,AZU,2016-03-15 10:20:00
51680,179804,AZU - 2604,AZUL,Domestic,2016-03-15 13:45:00,2016-03-20 13:39:00,2016-03-15 14:45:00,2016-03-20 14:35:00,Confirmed,ANTECIPATION,SBCY,SWSI,-55.5814853,-11.8786454,-56.1172687,-15.6530786,7194.0,7190.0,421592.759130193,2604,AZU,2016-03-15 13:45:00
51691,179815,AZU - 2604,AZUL,Domestic,2016-03-15 13:45:00,2016-03-15 13:44:00,2016-03-15 14:45:00,2016-03-15 14:42:00,Confirmed,ANTECIPATION,SBCY,SWSI,-55.5814853,-11.8786454,-56.1172687,-15.6530786,-1.0,-3.0,421592.759130193,2604,AZU,2016-03-15 13:45:00
51695,179819,AZU - 2604,AZUL,Domestic,2016-03-15 10:20:00,2016-03-20 10:19:00,2016-03-15 12:37:00,2016-03-20 12:31:00,Confirmed,ANTECIPATION,SBGR,SBCY,-56.1172687,-15.6530786,-46.478126,-23.4345529,7199.0,7194.0,1327738.24889233,2604,AZU,2016-03-15 10:20:00
51715,179839,AZU - 2605,AZUL,Domestic,2016-03-15 17:56:00,2016-03-15 17:46:00,2016-03-15 20:20:00,2016-03-15 19:56:00,Confirmed,ANTECIPATION,SBCY,SBGR,-46.478126,-23.4345529,-56.1172687,-15.6530786,-10.0,-24.0,1327738.24889233,2605,AZU,2016-03-15 17:56:00
51737,179861,AZU - 2605,AZUL,Domestic,2016-03-15 15:16:00,2016-03-20 15:01:00,2016-03-15 16:16:00,2016-03-20 16:00:00,Confirmed,ANTECIPATION,SWSI,SBCY,-56.1172687,-15.6530786,-55.5814853,-11.8786454,7185.0,7184.0,421592.759130193,2605,AZU,2016-03-15 15:16:00
51742,179866,AZU - 2605,AZUL,Domestic,2016-03-15 17:56:00,2016-03-20 17:50:00,2016-03-15 20:20:00,2016-03-20 20:18:00,Confirmed,ANTECIPATION,SBCY,SBGR,-46.478126,-23.4345529,-56.1172687,-15.6530786,7194.0,7198.0,1327738.24889233,2605,AZU,2016-03-15 17:56:00
51743,179867,AZU - 2605,AZUL,Domestic,2016-03-15 15:16:00,2016-03-15 15:36:00,2016-03-15 16:16:00,2016-03-15 16:27:00,Confirmed,DELAY NOT SPECIFIED - OTHER,SWSI,SBCY,-56.1172687,-15.6530786,-55.5814853,-11.8786454,20.0,11.0,421592.759130193,2605,AZU,2016-03-15 15:16:00
51758,179882,AZU - 2606,AZUL,Domestic,2016-03-15 22:32:00,2016-03-15 22:32:00,2016-03-15 23:33:00,2016-03-15 23:33:00,Confirmed,,SBKP,SDZY,-43.1709909,-21.5143268,-47.1375685,-23.008205,0.0,0.0,441014.052631801,2606,AZU,2016-03-15 22:32:00
51795,179919,AZU - 2607,AZUL,Domestic,2016-03-15 06:00:00,2016-03-15 05:48:00,2016-03-15 07:06:00,2016-03-15 06:57:00,Confirmed,ANTECIPATION,SDZY,SBKP,-47.1375685,-23.008205,-43.1709909,-21.5143268,-12.0,-9.0,441014.052631801,2607,AZU,2016-03-15 06:00:00
